Car ID,Brand,Year,Engine Size,Fuel Type,Transmission,Mileage,Condition,Price,Model
11869,BMW,2011,3.0,Petrol,Tiptronic,142915,Coupe,30734,335 M paket
11870,BMW,2010,4.4,Petrol,Automatic,66700,Hatchback,1019,550
11871,KIA,2014,2.0,Petrol,Automatic,22392,Sedan,16308,Optima
11872,HYUNDAI,2016,2.0,Petrol,Tiptronic,14292,Jeep,30420,Tucson
11873,MERCEDES-BENZ,2006,1.7,Petrol,Tiptronic,60894,Sedan,10192,B 170 B Class
11874,FORD,2014,1.5,Petrol,Tiptronic,42750,Sedan,18817,Fusion
11875,BMW,1997,1.6,Petrol,Manual,1926,Sedan,4500,318
11876,HONDA,2014,1.5,Petrol,Automatic,114954,Hatchback,16935,FIT
11877,HYUNDAI,2016,1.6,Petrol,Automatic,20254,Sedan,18817,Elantra
11878,TOYOTA,2011,2.7,Petrol,Automatic,125250,Jeep,5175,Venza
11879,MERCEDES-BENZ,2014,1.8,Petrol,Automatic,97358,Sedan,23521,C 250
11880,HYUNDAI,2017,1.6,LPG,Automatic,85705,Sedan,27033,Elantra
11881,BMW,2011,3.0,Diesel,Automatic,206446,Jeep,10349,X5
11882,HONDA,2017,2.4,Petrol,Automatic,41238,Sedan,4861,Accord
11883,DAEWOO,2010,1.8,Petrol,Automatic,86215,Sedan,5959,Lacetti
11884,TOYOTA,2018,2.5,Hybrid,Automatic,21784,Sedan,18817,Camry
11885,BMW,2011,3.0,Petrol,Automatic,101905,Coupe,18189,328
11886,HYUNDAI,2016,2.0,Petrol,Automatic,43496,Sedan,27598,Elantra
11887,BMW,2014,3.0,Diesel,Automatic,87852,Jeep,25716,X5
11888,CHEVROLET,2012,1.4,Hybrid,Automatic,100780,Hatchback,4547,Volt
11889,HONDA,2004,1.3,Petrol,Automatic,9445,Hatchback,7213,FIT
11890,KIA,2012,2.4,Petrol,Tiptronic,57166,Sedan,12231,Optima
11891,TOYOTA,2010,1.8,Petrol,Variator,114954,Sedan,17876,Prius
11892,MERCEDES-BENZ,2014,3.5,Diesel,Automatic,124385,Sedan,30734,E 350
11893,TOYOTA,2013,1.5,Petrol,Automatic,58291,Hatchback,22502,Aqua
11894,SUBARU,2005,3.0,Petrol,Automatic,621,Jeep,7150,B9 Tribeca
11895,CHEVROLET,2012,1.4,Petrol,Automatic,59030,Sedan,13172,Cruze
11896,CHEVROLET,2018,1.4,Petrol,Automatic,27128,Sedan,11760,Cruze
11897,HYUNDAI,2014,1.6,Petrol,Automatic,34010,Sedan,24709,Elantra
11898,KIA,2012,2.0,Petrol,Automatic,34499,Sedan,14113,Optima
11899,TOYOTA,2006,1.3,Petrol,Automatic,59030,Hatchback,10000,Vitz
11900,HYUNDAI,2015,2.0,Petrol,Automatic,36754,Sedan,42692,Sonata
11901,HYUNDAI,2016,2.0,LPG,Automatic,84817,Sedan,22273,Sonata
11902,KIA,2016,2.0,Diesel,Automatic,33890,Jeep,39829,Sorento
11903,HYUNDAI,2012,2.4,Hybrid,Automatic,161515,Sedan,4077,Sonata
11904,FORD,2015,2.0,Hybrid,Automatic,92403,Sedan,4704,Fusion
11905,TOYOTA,2012,1.5,Hybrid,Automatic,75453,Hatchback,15530,Aqua
11906,SSANGYONG,2016,1.6,Petrol,Automatic,17833,Jeep,44166,Actyon
11907,HYUNDAI,2010,2.0,Diesel,Automatic,93827,Jeep,23408,Santa FE
11908,JEEP,2010,2.4,Petrol,Automatic,86992,Jeep,22332,Compass
11909,TOYOTA,2013,1.8,Hybrid,Automatic,80778,Sedan,18817,Prius
11910,MERCEDES-BENZ,2014,3.5,Petrol,Tiptronic,45981,Sedan,55823,E 350
11911,NISSAN,2015,2.5,Petrol,Automatic,80533,Sedan,1098,Altima
11912,LEXUS,2014,1.8,Hybrid,Automatic,41010,Hatchback,29793,CT 200h
11913,MERCEDES-BENZ,2013,4.6,Petrol,Automatic,122547,Sedan,35438,S 550
11914,FORD,2015,2.0,Petrol,Automatic,62137,Sedan,11290,Focus
11915,TOYOTA,2015,2.5,Hybrid,Automatic,41010,Sedan,43592,Avalon
11916,BMW,2010,3.0,Petrol,Tiptronic,118060,Sedan,17249,328
11917,HYUNDAI,2016,2.0,Petrol,Tiptronic,100414,Sedan,25089,Elantra
11918,TOYOTA,2014,2.5,Hybrid,Automatic,111462,Sedan,11133,Camry
11919,TOYOTA,2010,2.5,Petrol,Tiptronic,164042,Sedan,19130,Camry
11920,HYUNDAI,2014,1.6,Petrol,Automatic,44507,Sedan,25591,Elantra
11921,MERCEDES-BENZ,2008,1.7,Petrol,Tiptronic,54059,Hatchback,7840,B 200
11922,TOYOTA,2007,1.5,Hybrid,Variator,89477,Hatchback,13172,Prius
11923,CHEVROLET,2017,1.5,Hybrid,Automatic,71867,Hatchback,9879,Volt
11924,HONDA,2013,1.3,Petrol,Automatic,74824,Hatchback,4936,FIT
11925,VOLKSWAGEN,2009,2.5,Petrol,Tiptronic,80778,Sedan,14113,Jetta
11926,HYUNDAI,2014,2.4,Petrol,Tiptronic,92460,Sedan,18503,Sonata
11927,VAZ,2007,1.7,Petrol,Manual,8078,Jeep,8781,2121 (Niva)
11928,TOYOTA,2012,2.5,Hybrid,Automatic,7456,Sedan,25089,Camry
11929,HYUNDAI,2012,2.0,Diesel,Automatic,108561,Jeep,22843,Santa FE
11930,VOLKSWAGEN,2010,2.5,Petrol,Tiptronic,8948,Sedan,9500,Jetta
11931,NISSAN,2008,2.5,Petrol,Tiptronic,69594,Sedan,10976,Skyline
11932,TOYOTA,2009,2.4,Hybrid,Automatic,86992,Sedan,10976,Camry
11933,VOLKSWAGEN,2013,2.5,Petrol,Automatic,46603,Sedan,21326,Jetta sel
11934,HYUNDAI,2014,2.0,Diesel,Automatic,72971,Jeep,34240,Tucson
11935,NISSAN,2003,2.0,Petrol,Automatic,90099,Jeep,11604,X-Trail
11936,HYUNDAI,2010,2.0,Petrol,Automatic,57935,Coupe,15458,Genesis
11937,MERCEDES-BENZ,2017,2.0,Petrol,Automatic,68107,Jeep,17562,GLA 250
11938,TOYOTA,2014,1.8,Petrol,Automatic,93206,Sedan,23521,Prius
11939,FORD,2017,1.0,Petrol,Automatic,20878,Sedan,18817,Focus
11940,HYUNDAI,2011,2.0,Petrol,Automatic,40182,Sedan,13423,Sonata
11941,FORD,2016,2.0,Plug-in Hybrid,Automatic,27617,Sedan,40456,Fusion
11942,MAZDA,2014,2.5,Petrol,Automatic,81511,Jeep,2274,616
11943,HONDA,2015,1.5,Petrol,Automatic,17891,Hatchback,37301,FIT
11944,HYUNDAI,2010,2.5,Diesel,Automatic,138940,Minivan,19441,H1
11945,HYUNDAI,2015,2.0,Diesel,Automatic,102524,Jeep,33243,Santa FE
11946,TOYOTA,2018,2.5,Hybrid,Automatic,21784,Sedan,18817,Camry
11947,HYUNDAI,2010,1.6,Petrol,Automatic,69853,Sedan,14069,Elantra
11948,NISSAN,2016,1.8,Petrol,Automatic,11930,Sedan,21937,Sentra
11949,SSANGYONG,2013,2.0,Diesel,Automatic,65818,Jeep,39161,REXTON
11950,VOLKSWAGEN,2013,2.0,Petrol,Automatic,89303,Sedan,2038,Scirocco
11951,HONDA,2004,1.5,Petrol,Variator,77195,Hatchback,10036,FIT
11952,OPEL,1998,1.6,Petrol,Manual,124274,Hatchback,7527,Astra
11953,NISSAN,2005,1.8,Petrol,Variator,118060,Hatchback,9600,Tiida
11954,VOLKSWAGEN,2015,1.8,Petrol,Tiptronic,55302,Sedan,11917,Jetta
11955,VOLKSWAGEN,2014,2.0,Diesel,Automatic,51196,Sedan,1568,Jetta
11956,SSANGYONG,2010,2.7,Diesel,Automatic,140088,Jeep,20592,REXTON
11957,TOYOTA,2011,2.5,Petrol,Tiptronic,96437,Sedan,19761,Camry
11958,HONDA,2005,1.5,Petrol,Tiptronic,138566,Sedan,8154,FIT
11959,MERCEDES-BENZ,2005,2.2,Diesel,Manual,72700,Microbus,19757,Sprinter
11960,TOYOTA,2013,2.5,Hybrid,Automatic,105633,Sedan,26657,Camry
11961,SSANGYONG,2011,2.0,Diesel,Automatic,47622,Jeep,9948,Actyon
11962,MERCEDES-BENZ,1999,1.2,Diesel,Manual,69041,Sedan,1000,E 200
11963,VOLKSWAGEN,2011,2.5,Petrol,Tiptronic,84506,Sedan,16400,Jetta
11964,TOYOTA,2010,2.4,Hybrid,Automatic,80262,Sedan,2352,Camry
11965,KIA,2016,2.0,Hybrid,Automatic,47132,Sedan,26030,Optima HYBRID
11966,TOYOTA,2012,2.5,Hybrid,Automatic,99033,Sedan,3136,Camry
11967,LEXUS,2010,4.6,Petrol,Automatic,96823,Jeep,39201,GX 460
11968,BMW,2001,3.0,Petrol,Manual,104390,Sedan,11604,330
11969,KIA,2017,2.0,Hybrid,Tiptronic,16156,Sedan,37633,Optima
11970,TOYOTA,2019,2.5,Petrol,Automatic,11837,Sedan,34497,Camry se
11971,HONDA,2003,1.5,Petrol,Tiptronic,117439,Sedan,8154,FIT
11972,CHEVROLET,2012,2.0,Diesel,Automatic,142329,Jeep,15423,Orlando
11973,SUBARU,2014,2.5,Petrol,Variator,50331,Jeep,19444,Forester
11974,TOYOTA,2010,3.3,Hybrid,Automatic,186639,Jeep,14269,Highlander
11975,LEXUS,2015,3.5,Petrol,Automatic,56346,Jeep,47042,RX 350
11976,HONDA,2009,1.5,Petrol,Manual,149129,Hatchback,12544,FIT
11977,HYUNDAI,2020,2.4,Petrol,Automatic,9413,Sedan,16308,Santa FE
11978,TOYOTA,2012,2.5,Petrol,Tiptronic,89477,Sedan,26657,Camry SE
11979,FORD,2013,2.0,Plug-in Hybrid,Automatic,37282,Hatchback,22580,C-MAX
11980,MERCEDES-BENZ,2010,2.2,Diesel,Manual,195732,Minivan,34497,Vito
11981,AUDI,2012,3.2,Petrol,Tiptronic,34797,Jeep,36692,Q5
11982,TOYOTA,2012,1.5,Hybrid,Tiptronic,93206,Hatchback,9722,Aqua S
11983,MERCEDES-BENZ,2012,3.0,Diesel,Automatic,112003,Jeep,2979,ML 350
11984,HYUNDAI,2015,2.0,Diesel,Automatic,58465,Jeep,51373,Santa FE
11985,CHEVROLET,2011,2.0,Diesel,Automatic,100663,Sedan,14884,Cruze
11986,HONDA,1999,2.0,CNG,Manual,171001,Jeep,6115,Cr-v
11987,JAGUAR,2004,2.1,Petrol,Automatic,59652,Sedan,5959,X-type
11988,HYUNDAI,2014,2.5,Diesel,Automatic,74757,Minivan,30583,H1
11989,TOYOTA,2007,2.4,LPG,Automatic,89477,Sedan,15053,Camry
11990,MITSUBISHI,2005,2.0,Petrol,Automatic,96810,Jeep,15053,Pajero IO
11991,BMW,1998,1.9,Petrol,Manual,621,Sedan,6899,318
11992,FORD,2004,2.0,Diesel,Manual,82021,Goods wagon,13485,Transit
11993,BMW,2015,3.0,Petrol,Automatic,127046,Jeep,15994,X5
11994,HYUNDAI,2016,2.0,Hybrid,Automatic,156441,Sedan,16308,Sonata
11995,HYUNDAI,2016,2.0,LPG,Automatic,181960,Sedan,11290,Sonata
11996,TOYOTA,2007,1.5,Hybrid,Automatic,208781,Sedan,11917,Prius
11997,TOYOTA,2012,1.5,Petrol,Automatic,97555,Hatchback,16869,Aqua
11998,FORD,2014,2.0,Hybrid,Automatic,77356,Sedan,4861,Fusion
11999,VOLKSWAGEN,1997,1.9,Diesel,Manual,161556,Goods wagon,3763,Caddy
12000,HYUNDAI,2017,1.7,Diesel,Automatic,28167,Jeep,48534,Tucson
12001,TOYOTA,2014,1.8,Petrol,Automatic,88856,Sedan,21639,Corolla
12002,FORD,2012,2.5,Hybrid,Variator,159071,Sedan,8938,Fusion
12003,KIA,2016,2.4,Petrol,Tiptronic,46292,Sedan,22580,Optima
12004,HYUNDAI,2014,1.8,Petrol,Tiptronic,93454,Sedan,18817,Elantra
12005,TOYOTA,2015,1.8,Petrol,Automatic,94840,Sedan,4861,Corolla
12006,SUBARU,2014,2.5,Petrol,Automatic,31069,Jeep,25716,Forester
12007,TOYOTA,2013,2.5,Hybrid,Automatic,77164,Sedan,5018,Camry
12008,TOYOTA,2007,1.5,Hybrid,Automatic,95691,Hatchback,8781,Prius
12009,TOYOTA,2008,1.3,Petrol,Variator,69594,Hatchback,12544,Vitz RS
12010,TOYOTA,2013,1.8,Hybrid,Variator,91342,Hatchback,20071,Prius V
12011,CHEVROLET,2012,2.0,Diesel,Automatic,135785,Jeep,14834,Orlando
12012,KIA,2007,2.0,Diesel,Automatic,56689,Jeep,6899,Sportage
12013,SSANGYONG,2014,2.0,Diesel,Automatic,74533,Jeep,42987,REXTON
12014,MERCEDES-BENZ,2003,3.2,CNG,Tiptronic,84506,Sedan,20385,E 320
12015,MERCEDES-BENZ,2010,3.5,Petrol,Tiptronic,134589,Jeep,26971,ML 350
12016,MERCEDES-BENZ,1999,2.2,Diesel,Automatic,1864,Sedan,9408,E 220
12017,HYUNDAI,2012,2.0,Diesel,Automatic,85757,Jeep,32340,Santa FE
12018,HYUNDAI,2007,1.6,Petrol,Automatic,86371,Sedan,11368,Elantra
12019,CHEVROLET,2012,1.4,Petrol,Tiptronic,64623,Sedan,14113,Cruze
12020,VOLKSWAGEN,2009,2.5,Diesel,Manual,208159,Microbus,16621,Crafter
12021,TOYOTA,2012,2.5,Hybrid,Automatic,61080,Sedan,21796,Camry XLE
12022,NISSAN,2012,1.6,Petrol,Tiptronic,79535,Jeep,21169,Juke
12023,MERCEDES-BENZ,2012,3.5,Petrol,Tiptronic,34969,Sedan,29793,E 350
12024,HYUNDAI,2012,1.8,Petrol,Automatic,62137,Sedan,15367,Elantra
12025,JEEP,2012,2.4,Petrol,Automatic,54681,Jeep,32305,Compass
12026,HYUNDAI,2013,2.4,Petrol,Tiptronic,66611,Sedan,19130,Sonata LIMITED
12027,FORD,2008,2.5,Hybrid,Automatic,92460,Jeep,14426,Escape
12028,HYUNDAI,2017,1.6,Petrol,Automatic,17956,Jeep,30734,Tucson SE
12029,FORD,2015,1.6,Petrol,Automatic,76429,Jeep,28852,Escape
12030,TOYOTA,2008,2.2,Diesel,Manual,93206,Jeep,25089,RAV 4
12031,HYUNDAI,2016,2.5,Diesel,Automatic,59859,Minivan,42218,H1
12032,HYUNDAI,2012,3.8,Petrol,Automatic,58443,Sedan,17249,Genesis
12033,HYUNDAI,2017,2.0,Diesel,Automatic,86994,Jeep,36068,Tucson
12034,OPEL,2003,1.6,CNG,Manual,122721,Minivan,9408,Zafira
12035,HYUNDAI,2016,1.6,LPG,Automatic,85899,Sedan,21395,Elantra
12036,TOYOTA,2011,1.8,Hybrid,Automatic,62141,Sedan,17876,Prius
12037,TOYOTA,2013,2.5,Petrol,Automatic,191813,Sedan,3920,Camry
12038,TOYOTA,2014,1.5,Hybrid,Automatic,55915,Hatchback,18817,Prius
12039,OPEL,2001,2.2,CNG,Manual,108740,Sedan,4704,Vectra
12040,HYUNDAI,2007,2.4,Diesel,Manual,52195,Microbus,21953,H1
12041,MERCEDES-BENZ,2013,1.8,Petrol,Tiptronic,51884,Sedan,26030,C 250 1.8
12042,RENAULT,2008,1.9,Diesel,Manual,101361,Sedan,14583,Megane 1.9 CDI
12043,VOLKSWAGEN,2016,1.4,Petrol,Automatic,47514,Sedan,16621,Jetta SE
12044,LEXUS,2010,2.5,Petrol,Tiptronic,72700,Sedan,26030,IS 250
12045,TOYOTA,2002,2.4,Petrol,Automatic,68351,Minivan,10820,Ipsum
12046,TOYOTA,2012,1.8,Hybrid,Variator,132228,Hatchback,19914,Prius
12047,HYUNDAI,2011,2.0,Petrol,Automatic,118060,Sedan,14834,Sonata
12048,TOYOTA,2012,2.5,Hybrid,Tiptronic,54510,Sedan,11604,Camry HYBRID
12049,VOLKSWAGEN,2013,2.5,Petrol,Tiptronic,37282,Sedan,22580,Passat sel
12050,HYUNDAI,2012,1.6,Petrol,Automatic,102526,Sedan,20297,Elantra
12051,MERCEDES-BENZ,2014,3.5,Diesel,Automatic,136099,Sedan,29793,E 350
12052,HONDA,2011,1.3,Hybrid,Variator,107495,Hatchback,13328,Insight
12053,TOYOTA,2012,3.5,Petrol,Automatic,177206,Jeep,9565,Highlander
12054,TOYOTA,2013,1.8,Hybrid,Automatic,44277,Sedan,18660,Prius
12055,OPEL,2007,1.4,Petrol,Manual,114954,Sedan,13799,Astra
12056,HYUNDAI,2012,1.6,Petrol,Automatic,76429,Sedan,19707,Elantra
12057,HYUNDAI,2017,2.0,Petrol,Automatic,19412,Jeep,28068,Tucson SE
12058,FORD,2013,2.0,Hybrid,Automatic,112468,Sedan,27598,Fusion
12059,TOYOTA,2016,2.5,Hybrid,Automatic,24694,Jeep,3763,Camry
12060,CHEVROLET,2016,2.5,Petrol,Automatic,100258,Sedan,34387,Impala
12061,BMW,2013,3.0,Petrol,Tiptronic,74378,Jeep,28225,X5 E70
12062,HYUNDAI,2012,2.0,Diesel,Automatic,106873,Jeep,20814,Tucson
12063,CHEVROLET,2012,2.0,Diesel,Automatic,141097,Sedan,11992,Cruze
12064,LEXUS,2016,4.6,Petrol,Automatic,28487,Sedan,25716,LS 460
12065,MAZDA,2007,1.5,Petrol,Automatic,87613,Hatchback,9408,Verisa
12066,FORD,2014,3.7,Petrol,Tiptronic,79535,Coupe,31361,Mustang
12067,HONDA,2013,1.5,Hybrid,Automatic,101283,Hatchback,15367,FIT
12068,HYUNDAI,2010,2.4,Petrol,Tiptronic,78914,Sedan,15367,Sonata
12069,TOYOTA,2016,2.5,Hybrid,Automatic,34235,Sedan,1882,Avalon
12070,FORD,2013,2.0,Hybrid,Automatic,126766,Hatchback,17249,C-MAX
12071,SUBARU,2008,3.6,Petrol,Automatic,186411,Jeep,10976,B9 Tribeca
12072,HYUNDAI,2014,2.5,Diesel,Automatic,42612,Minivan,24559,H1
12073,TOYOTA,2014,1.5,Hybrid,Automatic,23805,Universal,26033,Aqua
12074,CHEVROLET,2013,2.4,Petrol,Automatic,104502,Jeep,3136,Equinox
12075,FORD,2014,2.0,Plug-in Hybrid,Tiptronic,63380,Hatchback,22266,C-MAX
12076,NISSAN,2013,1.6,Petrol,Automatic,103156,Jeep,2901,Juke
12077,TOYOTA,2010,1.8,Petrol,Automatic,124274,Sedan,17876,Prius
12078,BMW,2011,3.0,Petrol,Automatic,43465,Coupe,2666,335
12079,NISSAN,2007,2.0,CNG,Automatic,124274,Minivan,5500,LAFESTA
12080,FORD,2011,3.7,Petrol,Automatic,82021,Coupe,24462,Mustang
12081,HYUNDAI,2013,2.0,Diesel,Automatic,33082,Jeep,29166,Santa FE
12082,TOYOTA,2013,1.5,Hybrid,Automatic,72700,Hatchback,10036,Aqua S
12083,OPEL,2007,1.3,Diesel,Manual,114954,Universal,9095,Combo
12084,HYUNDAI,2014,1.6,Diesel,Automatic,88856,Sedan,13589,Accent
12085,HONDA,2014,1.5,Petrol,Automatic,17585,Hatchback,25243,FIT
12086,HYUNDAI,2010,2.0,Petrol,Automatic,69154,Sedan,12720,Sonata
12087,TOYOTA,2013,1.5,Hybrid,Variator,114954,Hatchback,12231,Aqua
12088,MAZDA,2002,2.3,Petrol,Manual,139187,Sedan,6272,Mazda 6
12089,SSANGYONG,2017,2.2,Diesel,Automatic,36110,Jeep,58579,REXTON
12090,TOYOTA,2019,2.4,Petrol,Tiptronic,6214,Sedan,61154,Camry
12091,HYUNDAI,2016,2.0,Petrol,Automatic,25143,Hatchback,3136,Elantra
12092,NISSAN,2000,3.0,Diesel,Manual,198839,Jeep,26657,Patrol
12093,CHEVROLET,2013,3.6,Petrol,Tiptronic,81400,Coupe,29793,Camaro
12094,MERCEDES-BENZ,2004,2.2,Diesel,Tiptronic,159692,Sedan,10976,E 220 ELEGANCE
12095,TOYOTA,2010,2.5,Petrol,Automatic,84613,Jeep,2822,RAV 4
12096,LEXUS,2010,4.6,Petrol,Automatic,221982,Jeep,16308,GX 470
12097,FORD,2005,2.4,Diesel,Manual,217480,Microbus,16621,Transit
12098,CHEVROLET,2012,1.4,Petrol,Manual,86992,Sedan,15681,Cruze
12099,TOYOTA,2014,2.5,Petrol,Tiptronic,58409,Sedan,22894,Camry
12100,HYUNDAI,2017,2.0,Diesel,Automatic,46603,Jeep,62355,Santa FE
12101,SSANGYONG,2011,2.0,Diesel,Automatic,97839,Jeep,17035,Actyon
12102,TOYOTA,2013,2.5,Hybrid,Automatic,16726,Sedan,4234,Camry
12103,CHEVROLET,2012,1.6,Petrol,Automatic,69554,Hatchback,13987,Aveo
12104,TOYOTA,2013,1.8,Hybrid,Automatic,67854,Hatchback,19130,Prius
12105,VOLKSWAGEN,2012,2.5,LPG,Automatic,105385,Sedan,14426,Jetta
12106,HONDA,2012,1.3,Hybrid,Variator,95691,Hatchback,11133,FIT
12107,KIA,2015,2.4,Hybrid,Automatic,55456,Hatchback,22894,Optima
12108,HONDA,2010,3.5,Petrol,Automatic,150239,Sedan,2666,Accord
12109,TOYOTA,2018,2.5,Petrol,Automatic,31814,Jeep,46728,RAV 4
12110,BMW,2008,3.0,Petrol,Variator,136702,Sedan,17876,528
12111,MERCEDES-BENZ,2017,2.0,Petrol,Automatic,31667,Sedan,56136,E 300
12112,HYUNDAI,2014,2.5,Diesel,Automatic,123601,Minivan,25264,H1
12113,HONDA,2004,1.3,Petrol,Variator,127350,Hatchback,6586,FIT
12114,TOYOTA,2014,3.5,Petrol,Automatic,59030,Jeep,30420,Highlander
12115,NISSAN,2016,1.8,Petrol,Automatic,34797,Sedan,21953,Sentra
12116,TOYOTA,2014,2.5,Hybrid,Tiptronic,45734,Sedan,47000,Avalon
12117,HONDA,2018,1.5,Petrol,Automatic,18603,Hatchback,55845,FIT
12118,HONDA,2005,2.4,Petrol,Tiptronic,690,Minivan,3136,Odyssey
12119,SUBARU,2011,2.0,Petrol,Tiptronic,79535,Hatchback,14900,Impreza
12120,TOYOTA,2015,2.5,Petrol,Automatic,152728,Sedan,5331,Camry
12121,VOLKSWAGEN,2013,2.0,Petrol,Tiptronic,59030,Sedan,13900,Jetta
12122,TOYOTA,2008,1.5,Petrol,Automatic,14292,Sedan,11290,Prius
12123,MITSUBISHI,2013,3.0,Petrol,Automatic,78293,Jeep,26971,Outlander
12124,NISSAN,2018,2.0,Petrol,Tiptronic,43496,Jeep,43592,Rogue SPORT
12125,KIA,2018,2.4,Petrol,Automatic,35802,Jeep,3293,Sorento
12126,HYUNDAI,2014,2.5,Diesel,Automatic,53579,Minivan,36899,H1
12127,HYUNDAI,2017,2.0,Diesel,Automatic,70836,Jeep,51194,Santa FE
12128,CHEVROLET,2012,2.0,Diesel,Automatic,53650,Jeep,21768,Orlando
12129,SSANGYONG,2013,2.0,Diesel,Automatic,57618,Jeep,35043,REXTON
12130,TOYOTA,2012,1.5,Hybrid,Variator,111847,Hatchback,10349,Aqua
12131,SUBARU,2019,2.0,Petrol,Automatic,792,Sedan,14426,Crosstrek
12132,CHEVROLET,2012,1.4,Petrol,Manual,86992,Sedan,15681,Cruze
12133,FORD,2015,2.0,Plug-in Hybrid,Tiptronic,111350,Hatchback,23521,C-MAX
12134,INFINITI,2008,3.7,Petrol,Manual,93827,Coupe,26657,G37
12135,MERCEDES-BENZ,2000,2.4,Petrol,Manual,156585,Sedan,9408,E 240
12136,TOYOTA,2014,1.8,Hybrid,Automatic,82437,Sedan,24148,Prius
12137,VOLKSWAGEN,1996,2.0,CNG,Manual,173984,Hatchback,4704,Golf
12138,HYUNDAI,2015,2.0,Diesel,Automatic,108677,Jeep,32744,Santa FE
12139,VOLKSWAGEN,2014,1.8,Petrol,Tiptronic,48467,Sedan,22580,Passat
12140,MERCEDES-BENZ,2004,2.4,Petrol,Tiptronic,59117,Sedan,13799,E 240
12141,TOYOTA,2005,1.3,Petrol,Automatic,118060,Hatchback,8151,Vitz
12142,TOYOTA,2010,1.8,Hybrid,Automatic,149750,Hatchback,15367,Prius
12143,TOYOTA,2019,2.0,Petrol,Automatic,2691,Jeep,29793,CHR
12144,HYUNDAI,2012,2.4,Hybrid,Automatic,161515,Sedan,4547,Sonata
12145,KIA,2014,2.0,Petrol,Automatic,24997,Sedan,16778,Optima
12146,KIA,2007,2.0,Diesel,Automatic,49570,Jeep,6899,Sportage
12147,OPEL,1998,1.6,Petrol,Manual,139187,Sedan,6586,Astra
12148,TOYOTA,2004,1.5,Petrol,Automatic,110604,Sedan,6586,Vitz
12149,TOYOTA,2012,2.5,Petrol,Tiptronic,43496,Sedan,22260,Camry
12150,HYUNDAI,2013,1.6,Petrol,Manual,55923,Coupe,14113,Veloster
12151,VOLKSWAGEN,2016,1.8,Petrol,Tiptronic,54059,Sedan,26343,Passat
12152,MERCEDES-BENZ,2004,3.5,CNG,Tiptronic,108740,Jeep,20071,ML 350 SPECIAL EDITION
12153,CHEVROLET,2012,3.0,Petrol,Automatic,213306,Jeep,1019,Equinox
12154,BMW,1999,1.9,CNG,Manual,7456,Sedan,4077,318
12155,LEXUS,2015,3.5,Petrol,Automatic,57188,Jeep,12544,RX 350
12156,CHEVROLET,2012,3.0,Petrol,Tiptronic,96313,Jeep,13485,Captiva
12157,SSANGYONG,2016,1.6,Diesel,Automatic,42850,Jeep,43868,Actyon
12158,TOYOTA,2013,2.5,Hybrid,Automatic,77617,Sedan,3763,Camry
12159,LEXUS,2013,4.6,Petrol,Automatic,125921,Jeep,6272,GX 470
12160,SSANGYONG,2017,1.6,Petrol,Automatic,44367,Jeep,35610,Actyon
12161,HYUNDAI,2014,2.0,Diesel,Automatic,56744,Jeep,55638,Santa FE
12162,HYUNDAI,2011,1.6,Petrol,Automatic,98177,Sedan,18798,Elantra
12163,NISSAN,2012,1.2,Petrol,Automatic,41010,Hatchback,7500,March
12164,NISSAN,2011,2.5,Petrol,Automatic,84175,Jeep,1411,Rogue
12165,NISSAN,2015,1.6,Petrol,Tiptronic,18094,Jeep,29793,Juke
12166,SSANGYONG,2016,2.2,Diesel,Automatic,9289,Jeep,53872,REXTON
12167,MERCEDES-BENZ,2014,1.8,Petrol,Automatic,44739,Sedan,36065,C 250
12168,TOYOTA,2015,1.8,Hybrid,Automatic,65117,Jeep,2038,Prius
12169,TOYOTA,2014,1.5,Hybrid,Automatic,59652,Hatchback,9500,Aqua
12170,MERCEDES-BENZ,2004,3.2,LPG,Tiptronic,152236,Minivan,23521,Viano
12171,KIA,2014,2.4,Hybrid,Automatic,167468,Sedan,15524,Optima HYBRID
12172,TOYOTA,2014,1.5,Hybrid,Variator,94448,Hatchback,14740,Prius C hybrid
12173,MERCEDES-BENZ,2012,3.0,Diesel,Automatic,106392,Sedan,9252,E 350
12174,MINI,2011,1.6,Petrol,Tiptronic,114332,Jeep,25716,Countryman
12175,HYUNDAI,2015,1.6,Petrol,Automatic,64514,Sedan,27065,Elantra
12176,FORD,2012,2.0,Hybrid,Automatic,7204,Hatchback,11604,C-MAX SE
12177,NISSAN,2011,2.5,Petrol,Automatic,35418,Jeep,12544,Rogue
12178,OPEL,2007,1.4,Petrol,Manual,93206,Universal,12544,Astra
12179,VOLVO,2011,2.5,Petrol,Tiptronic,62137,Sedan,9408,S60
12180,TOYOTA,2012,1.8,Hybrid,Automatic,71458,Hatchback,18100,Prius
12181,NISSAN,2010,1.6,Petrol,Tiptronic,100854,Jeep,19444,Juke juke
12182,KIA,2010,2.2,Diesel,Automatic,48094,Jeep,15367,Sorento
12183,HONDA,2013,1.5,Hybrid,Automatic,90019,Jeep,8311,Civic
12184,TOYOTA,2013,1.8,Hybrid,Automatic,123885,Sedan,18817,Prius
12185,HYUNDAI,2014,2.0,Petrol,Automatic,40911,Coupe,34074,Genesis
12186,MERCEDES-BENZ,2001,3.2,Petrol,Automatic,1243,Sedan,9408,E 320
12187,TOYOTA,2017,2.5,Petrol,Tiptronic,29826,Sedan,21796,Camry
12188,HONDA,2018,2.0,Petrol,Automatic,24009,Sedan,53185,Civic
